function_id,safety_class,reason
purrr::map_if,callable_with_caveats,Higher-order function - purity depends on callback
purrr::map_int,safe,Pure computation — map returning integer vector
purrr::map_lgl,safe,Pure computation — map returning logical vector
purrr::modify,callable_with_caveats,Higher-order function - purity depends on callback
purrr::modify_at,callable_with_caveats,Higher-order function - purity depends on callback
purrr::modify_if,callable_with_caveats,Higher-order function - purity depends on callback
purrr::modify_in,callable_with_caveats,Higher-order function - purity depends on callback
purrr::none,callable_with_caveats,Higher-order function - purity depends on callback
purrr::pluck,safe,Pure computation — extracts element at given index path
purrr::pmap,safe,Pure computation — applies function over list of argument lists
purrr::possibly,safe,Pure computation — wraps function to return default on error
purrr::reduce,safe,Pure computation — reduces list to single value by iterative application
purrr::safely,safe,Pure computation — wraps function to return result/error list
purrr::set_names,callable_with_caveats,Higher-order function - purity depends on callback
purrr::some,callable_with_caveats,Higher-order function - purity depends on callback
purrr::tail_while,callable_with_caveats,Higher-order function - purity depends on callback
purrr::walk,callable_with_caveats,Calls function for side effects; may write files or print depending on .f
py::pandas::DataFrame,safe,Pure computation — constructs DataFrame from data
py::pandas::Series,safe,Pure computation — constructs Series from data
py::pandas::concat,safe,Pure computation — concatenates DataFrames along axis
py::pandas::merge,safe,Pure computation — database-style join of two DataFrames
py::pandas::pivot_table,safe,Pure computation — creates spreadsheet-style pivot table
py::pandas::read_csv,safe,File read only — reads CSV file into DataFrame
py::pandas::read_excel,safe,File read only — reads Excel file into DataFrame
py::pandas::read_parquet,safe,File read only — reads Parquet file into DataFrame
py::scipy.stats::chi2_contingency,safe,Pure computation — chi-squared test of independence
py::scipy.stats::f_oneway,safe,Pure computation — one-way ANOVA F-test
py::scipy.stats::kruskal,safe,Pure computation — Kruskal-Wallis H-test
py::scipy.stats::kstest,safe,Pure computation — Kolmogorov-Smirnov goodness-of-fit test
py::scipy.stats::linregress,safe,Pure computation — simple linear regression
py::scipy.stats::mannwhitneyu,safe,Pure computation — Mann-Whitney U test
py::scipy.stats::normaltest,safe,Pure computation — D'Agostino-Pearson normality test
py::scipy.stats::pearsonr,safe,Pure computation — Pearson correlation coefficient and p-value
py::scipy.stats::shapiro,safe,Pure computation — Shapiro-Wilk normality test
py::scipy.stats::spearmanr,safe,Pure computation — Spearman rank correlation
py::scipy.stats::ttest_1samp,safe,Pure computation — one-sample t-test
py::scipy.stats::ttest_ind,safe,Pure computation — two-sample independent t-test
py::scipy.stats::wilcoxon,safe,Pure computation — Wilcoxon signed-rank test
py::sklearn.cluster::AgglomerativeClustering,safe,Pure computation — hierarchical agglomerative clustering
py::sklearn.cluster::DBSCAN,safe,Pure computation — density-based spatial clustering
py::sklearn.cluster::KMeans,safe,Pure computation — k-means clustering
py::sklearn.decomposition::NMF,safe,Pure computation — non-negative matrix factorization
py::sklearn.decomposition::PCA,safe,Pure computation — principal component analysis
py::sklearn.decomposition::TruncatedSVD,safe,Pure computation — truncated SVD for sparse matrices
py::sklearn.ensemble::AdaBoostClassifier,safe,Pure computation — AdaBoost classifier
py::sklearn.ensemble::GradientBoostingClassifier,safe,Pure computation — gradient boosting classifier
py::sklearn.ensemble::GradientBoostingRegressor,safe,Pure computation — gradient boosting regressor
py::sklearn.ensemble::RandomForestClassifier,safe,Pure computation — random forest for classification
py::sklearn.ensemble::RandomForestRegressor,safe,Pure computation — random forest for regression
py::sklearn.linear_model::ElasticNet,safe,Pure computation — combined L1/L2 regularized regression
py::sklearn.linear_model::Lasso,safe,Pure computation — L1-regularized linear regression
py::sklearn.linear_model::LinearRegression,safe,Pure computation — OLS regression; no I/O or system modification
py::sklearn.linear_model::LogisticRegression,safe,Pure computation — logistic regression classifier
py::sklearn.linear_model::Ridge,safe,Pure computation — L2-regularized linear regression
py::sklearn.metrics::accuracy_score,safe,Pure computation — classification accuracy
py::sklearn.metrics::classification_report,safe,Pure computation — text report of classification metrics
py::sklearn.metrics::confusion_matrix,safe,Pure computation — confusion matrix
py::sklearn.metrics::f1_score,safe,Pure computation — F1 score for classification
py::sklearn.metrics::mean_absolute_error,safe,Pure computation — mean absolute error
py::sklearn.metrics::mean_squared_error,safe,Pure computation — mean squared error
py::sklearn.metrics::precision_score,safe,Pure computation — classification precision
py::sklearn.metrics::r2_score,safe,Pure computation — coefficient of determination
py::sklearn.metrics::recall_score,safe,Pure computation — classification recall
py::sklearn.metrics::roc_auc_score,safe,Pure computation — ROC area under curve
py::sklearn.model_selection::GridSearchCV,callable_with_caveats,Grid search with cross-validation; can be very slow with large param grids
py::sklearn.model_selection::RandomizedSearchCV,callable_with_caveats,Randomized hyperparameter search; uses RNG and can be slow
py::sklearn.model_selection::cross_val_score,safe,Pure computation — evaluates model by cross-validation
py::sklearn.model_selection::train_test_split,safe,Pure computation — splits arrays into train and test sets
py::sklearn.neighbors::KNeighborsClassifier,safe,Pure computation — k-nearest neighbors classifier
py::sklearn.neighbors::KNeighborsRegressor,safe,Pure computation — k-nearest neighbors regressor
py::sklearn.preprocessing::LabelEncoder,safe,Pure computation — encodes target labels as integers
py::sklearn.preprocessing::MinMaxScaler,safe,Pure computation — min-max feature scaling
py::sklearn.preprocessing::OneHotEncoder,safe,Pure computation — one-hot encoding of categorical features
py::sklearn.preprocessing::StandardScaler,safe,Pure computation — zero-mean unit-variance scaling
py::sklearn.svm::LinearSVC,safe,Pure computation — linear kernel SVM classifier
py::sklearn.svm::SVC,safe,Pure computation — support vector classifier
py::sklearn.svm::SVR,safe,Pure computation — support vector regressor
py::sklearn.tree::DecisionTreeClassifier,safe,Pure computation — decision tree classifier
py::sklearn.tree::DecisionTreeRegressor,safe,Pure computation — decision tree regressor
py::statsmodels.api::GLS,safe,Pure computation — generalized least squares regression
py::statsmodels.api::Logit,safe,Pure computation — logistic regression via MLE
py::statsmodels.api::OLS,safe,Pure computation — ordinary least squares regression
py::statsmodels.api::Probit,safe,Pure computation — probit regression via MLE
py::statsmodels.api::WLS,safe,Pure computation — weighted least squares regression
py::statsmodels.formula.api::glm,safe,Pure computation — formula-based GLM
py::statsmodels.formula.api::logit,safe,Pure computation — formula-based logistic regression
py::statsmodels.formula.api::ols,safe,Pure computation — formula-based OLS regression
quantreg::rq,safe,Pure computation — quantile regression
randomForest::getTree,safe,Pure computation — extracts single tree from random forest object
randomForest::importance,safe,Pure computation — extracts variable importance from random forest
randomForest::margin,safe,Random forest inspection helper
randomForest::na.roughfix,safe,Random forest inspection helper
randomForest::randomForest,safe,Pure computation — fits random forest model (uses RNG; no I/O)
randomForest::rfcv,callable_with_caveats,Validated random forest workflow; computation can be expensive
randomForest::tuneRF,callable_with_caveats,Validated random forest workflow; computation can be expensive
randomForest::varImpPlot,callable_with_caveats,Generates variable importance plot (graphics side effect)
randomForest::varUsed,safe,Random forest inspection helper
readr::col_character,safe,Pure parsing and column-spec helper
readr::col_date,safe,Pure parsing and column-spec helper
readr::col_datetime,safe,Pure parsing and column-spec helper
readr::col_double,safe,Pure parsing and column-spec helper
readr::col_factor,safe,Pure parsing and column-spec helper
readr::col_guess,safe,Pure parsing and column-spec helper
readr::col_integer,safe,Pure parsing and column-spec helper
readr::col_logical,safe,Pure parsing and column-spec helper
readr::col_number,safe,Pure parsing and column-spec helper
readr::col_skip,safe,Pure parsing and column-spec helper
readr::col_time,safe,Pure parsing and column-spec helper
readr::cols,safe,Pure parsing and column-spec helper
readr::cols_condense,safe,Pure parsing and column-spec helper
readr::cols_only,safe,Pure parsing and column-spec helper
readr::count_fields,safe,Pure parsing and column-spec helper
readr::date_names,safe,Pure parsing and column-spec helper
readr::date_names_lang,safe,Pure parsing and column-spec helper
readr::date_names_langs,safe,Pure parsing and column-spec helper
readr::default_locale,safe,Pure parsing and column-spec helper
readr::format_csv,safe,Pure parsing and column-spec helper
readr::format_csv2,safe,Pure parsing and column-spec helper
readr::format_delim,safe,Pure parsing and column-spec helper
readr::format_tsv,safe,Pure parsing and column-spec helper
readr::guess_encoding,safe,Pure parsing and column-spec helper
readr::locale,safe,Pure parsing and column-spec helper
readr::parse_character,safe,Pure parsing and column-spec helper
readr::parse_date,safe,Pure parsing and column-spec helper
readr::parse_datetime,safe,Pure parsing and column-spec helper
readr::parse_double,safe,Pure parsing and column-spec helper
readr::parse_factor,safe,Pure parsing and column-spec helper
readr::parse_guess,safe,Pure parsing and column-spec helper
readr::parse_integer,safe,Pure parsing and column-spec helper
readr::parse_logical,safe,Pure parsing and column-spec helper
readr::parse_number,safe,Pure parsing and column-spec helper
readr::parse_time,safe,Pure parsing and column-spec helper
readr::parse_vector,safe,Pure parsing and column-spec helper
readr::problems,safe,Pure parsing and column-spec helper
readr::read_csv,safe,File read only
readr::read_delim,safe,File read only
readr::read_tsv,safe,File read only
readr::spec,safe,Pure parsing and column-spec helper
readr::spec_csv,safe,Pure parsing and column-spec helper
readr::spec_csv2,safe,Pure parsing and column-spec helper
readr::spec_delim,safe,Pure parsing and column-spec helper
readr::write_csv,unsafe,File write
readr::write_tsv,unsafe,File write
readxl::anchored,safe,Pure spreadsheet range helper
readxl::cell_cols,safe,Pure spreadsheet range helper
readxl::cell_limits,safe,Pure spreadsheet range helper
readxl::cell_rows,safe,Pure spreadsheet range helper
readxl::excel_format,safe,Pure spreadsheet range helper
readxl::format_from_ext,safe,Pure spreadsheet range helper
readxl::format_from_signature,safe,Pure spreadsheet range helper
rpart::path.rpart,safe,Pure tree model helper
rpart::plotcp,callable_with_caveats,Generates complexity parameter plot (graphics side effect)
rpart::printcp,safe,Pure computation — prints cross-validation error table
rpart::prune,safe,Pure computation — prunes rpart tree by complexity parameter
rpart::prune.rpart,safe,Pure tree model helper
rpart::rpart,safe,Pure computation — fits recursive partitioning/decision tree model
rpart::rpart.control,safe,Pure computation — constructs control parameters list
rpart::rsq.rpart,safe,Pure tree model helper
rpart::xpred.rpart,callable_with_caveats,Validated tree-model workflow; model fitting can be expensive
rstanarm::bayes_R2,safe,Pure computation — Bayesian R-squared from rstanarm model
rstanarm::posterior_interval,safe,Pure computation — credible intervals from posterior draws
rstanarm::posterior_predict,callable_with_caveats,Draws posterior predictive samples (uses RNG)
rstanarm::prior_summary,safe,Pure computation — prints prior specification summary
rstanarm::stan_glm,callable_with_caveats,Runs MCMC sampling (uses RNG; computationally intensive; may write temp files)
rstanarm::stan_glmer,callable_with_caveats,Runs MCMC for mixed-effects model (RNG; slow; may write temp files)
sandwich::NeweyWest,safe,Pure robust covariance computation
sandwich::bread,safe,Pure robust covariance computation
sandwich::bwAndrews,safe,Pure robust covariance computation
sandwich::bwNeweyWest,safe,Pure robust covariance computation
sandwich::kernHAC,safe,Pure robust covariance computation
sandwich::meat,safe,Pure robust covariance computation
sandwich::meatCL,safe,Pure robust covariance computation
sandwich::meatHAC,safe,Pure robust covariance computation
sandwich::sandwich,safe,Pure computation
sandwich::vcovBS,safe,Pure robust covariance computation
sandwich::vcovCL,safe,Pure computation
sandwich::vcovHAC,safe,Pure computation
sandwich::vcovHC,safe,Pure computation
sandwich::vcovOPG,safe,Pure robust covariance computation
sandwich::vcovPC,safe,Pure robust covariance computation
sandwich::vcovPL,safe,Pure robust covariance computation
sandwich::weightsAndrews,safe,Pure robust covariance computation
sandwich::weightsLumley,safe,Pure robust covariance computation
scales::comma,safe,Pure computation — formats numbers with comma separators
scales::dollar,safe,Pure computation — formats numbers as dollar amounts
scales::label_comma,safe,Pure computation — creates comma-formatting label function
scales::label_percent,safe,Pure computation — creates percentage-formatting label function
scales::number,safe,Pure computation — formats numbers with flexible options
scales::percent,safe,Pure computation — formats numbers as percentages
scales::rescale,safe,Pure computation — rescales numeric vector to new range
scales::squish,safe,Pure computation — squishes values into specified range
stats::AIC,safe,Pure computation
stats::BIC,safe,Pure computation
stats::Box.test,safe,Pure computation
stats::HoltWinters,safe,Pure computation
stats::TukeyHSD,safe,Pure computation
stats::acf,safe,Pure computation
stats::add1,safe,Read-only model accessor or pure statistical helper
stats::anova,safe,Pure computation
stats::aov,safe,Pure computation
stats::approx,safe,Pure computation
stats::approxfun,safe,Pure computation
stats::ar,safe,Pure computation
stats::arima,safe,Pure computation
stats::ave,safe,Read-only model accessor or pure statistical helper
stats::bartlett.test,safe,Pure computation
stats::ccf,safe,Pure computation
stats::chisq.test,safe,Pure computation
stats::coef,safe,Pure computation
stats::complete.cases,safe,Pure computation
stats::confint,safe,Pure computation
stats::constrOptim,safe,Pure computation
stats::cooks.distance,safe,Pure computation
stats::cor,safe,Pure computation
stats::cor.test,safe,Pure computation
stats::cov,safe,Pure computation
stats::covratio,safe,Read-only model diagnostic
stats::cutree,safe,Pure computation
stats::decompose,safe,Pure computation
stats::density,safe,Pure computation
stats::deviance,safe,Read-only model accessor or pure statistical helper
stats::df.residual,safe,Read-only model accessor or pure statistical helper
stats::dfbeta,safe,Read-only model diagnostic
stats::dfbetas,safe,Pure computation
stats::dffits,safe,Pure computation
stats::dist,safe,Pure computation
stats::drop1,safe,Read-only model accessor or pure statistical helper
stats::ecdf,safe,Pure computation
stats::embed,safe,Pure computation
stats::end,safe,Pure computation
stats::filter,safe,Pure computation
stats::fisher.test,safe,Pure computation
stats::fitted,safe,Pure computation
stats::formula,safe,Pure computation
stats::frequency,safe,Pure computation
stats::friedman.test,safe,Pure computation
stats::glm,safe,Pure computation
stats::hatvalues,safe,Pure computation
stats::hclust,safe,Pure computation
stats::influence,safe,Pure computation
stats::influence.measures,safe,Pure computation
stats::integrate,safe,Pure computation
stats::kmeans,safe,Pure computation
stats::kruskal.test,safe,Pure computation
stats::ks.test,safe,Pure computation
stats::lag,safe,Pure computation
stats::lm,safe,Pure computation
stats::lm.influence,safe,Read-only model diagnostic
stats::loess,safe,Pure computation
stats::logLik,safe,Pure computation
stats::lowess,safe,Pure computation
stats::mcnemar.test,safe,Pure computation
stats::median,safe,Pure computation
stats::model.frame,safe,Read-only model accessor or pure statistical helper
stats::model.matrix,safe,Pure computation
stats::model.response,safe,Read-only model accessor or pure statistical helper
stats::na.exclude,safe,Pure computation
stats::na.omit,safe,Pure computation
stats::nlm,safe,Pure computation
stats::nls,safe,Pure computation
stats::nobs,safe,Read-only model accessor or pure statistical helper
stats::oneway.test,safe,Pure computation
stats::optim,safe,Pure computation
stats::optimize,safe,Pure computation
stats::p.adjust,safe,Read-only model accessor or pure statistical helper
stats::pacf,safe,Pure computation
stats::pairwise.t.test,safe,Pure computation
stats::pairwise.wilcox.test,safe,Pure computation
stats::power.anova.test,safe,Pure computation
stats::power.prop.test,safe,Pure computation
stats::power.t.test,safe,Pure computation
stats::prcomp,safe,Pure computation
stats::predict,safe,Pure computation
stats::predict.glm,safe,Pure computation
stats::predict.lm,safe,Pure computation
stats::princomp,safe,Pure computation
stats::prop.test,safe,Pure computation
stats::quantile,safe,Pure computation
stats::residuals,safe,Pure computation
stats::rstandard,safe,Pure computation
stats::rstudent,safe,Pure computation
stats::sd,safe,Pure computation
stats::shapiro.test,safe,Pure computation
stats::smooth.spline,safe,Pure computation
stats::spline,safe,Pure computation
stats::splinefun,safe,Pure computation
stats::start,safe,Pure computation
stats::step,safe,Model selection
stats::stl,safe,Pure computation
stats::summary.aov,safe,Pure computation
stats::summary.glm,safe,Pure computation
stats::summary.lm,safe,Pure computation
stats::t.test,safe,Pure computation
stats::terms,safe,Pure computation
stats::time,safe,Pure computation
stats::ts,safe,Pure computation
stats::tsdiag,safe,Pure computation
stats::uniroot,safe,Pure computation
stats::update,safe,Model update
stats::var,safe,Pure computation
stats::var.test,safe,Pure computation
stats::vcov,safe,Pure computation
stats::weighted.mean,safe,Pure computation
stats::weights,safe,Read-only model accessor or pure statistical helper
stats::wilcox.test,safe,Pure computation
stats::window,safe,Pure computation
stringr::boundary,safe,Pure string transformation helper
stringr::coll,safe,Pure string transformation helper
stringr::fixed,safe,Pure string transformation helper
stringr::invert_match,safe,Pure string transformation helper
stringr::regex,safe,Pure string transformation helper
stringr::str_c,safe,Pure computation — concatenates strings
stringr::str_conv,safe,Pure string transformation helper
stringr::str_count,safe,Pure computation — counts pattern occurrences in string
stringr::str_detect,safe,Pure computation — returns logical vector of pattern matches
stringr::str_dup,safe,Pure string transformation helper
stringr::str_ends,safe,Pure string transformation helper
stringr::str_equal,safe,Pure string transformation helper
stringr::str_escape,safe,Pure string transformation helper
stringr::str_extract,safe,Pure computation — extracts first regex match
stringr::str_extract_all,safe,Pure computation — extracts all regex matches
stringr::str_flatten,safe,Pure string transformation helper
stringr::str_flatten_comma,safe,Pure string transformation helper
stringr::str_glue,safe,Pure string transformation helper
stringr::str_glue_data,safe,Pure string transformation helper
stringr::str_ilike,safe,Pure string transformation helper
stringr::str_interp,safe,Pure string transformation helper
stringr::str_length,safe,Pure computation — returns string length
stringr::str_like,safe,Pure string transformation helper
stringr::str_locate,safe,Pure string transformation helper
stringr::str_locate_all,safe,Pure string transformation helper
stringr::str_match,safe,Pure string transformation helper
stringr::str_match_all,safe,Pure string transformation helper
stringr::str_order,safe,Pure string transformation helper
stringr::str_pad,safe,Pure computation — pads string to specified width
stringr::str_rank,safe,Pure string transformation helper
stringr::str_remove,safe,Pure string transformation helper
stringr::str_remove_all,safe,Pure string transformation helper
stringr::str_replace,safe,Pure computation — replaces first regex match
stringr::str_replace_all,safe,Pure computation — replaces all regex matches
stringr::str_replace_na,safe,Pure string transformation helper
stringr::str_sort,safe,Pure string transformation helper
stringr::str_split,safe,Pure computation — splits string on pattern
stringr::str_split_1,safe,Pure string transformation helper
stringr::str_split_fixed,safe,Pure string transformation helper
stringr::str_split_i,safe,Pure string transformation helper
stringr::str_squish,safe,Pure string transformation helper
stringr::str_starts,safe,Pure string transformation helper
stringr::str_sub,safe,Pure computation — extracts substring by position
stringr::str_sub_all,safe,Pure string transformation helper
stringr::str_subset,safe,Pure string transformation helper
stringr::str_to_camel,safe,Pure string transformation helper
stringr::str_to_kebab,safe,Pure string transformation helper
stringr::str_to_lower,safe,Pure computation — converts string to lowercase
stringr::str_to_sentence,safe,Pure string transformation helper
stringr::str_to_snake,safe,Pure string transformation helper
stringr::str_to_title,safe,Pure string transformation helper
stringr::str_to_upper,safe,Pure computation — converts string to uppercase
stringr::str_trim,safe,Pure computation — strips whitespace from string ends
stringr::str_trunc,safe,Pure string transformation helper
stringr::str_unique,safe,Pure string transformation helper
stringr::str_view,safe,Pure string transformation helper
stringr::str_view_all,safe,Pure string transformation helper
stringr::str_which,safe,Pure string transformation helper
stringr::str_width,safe,Pure string transformation helper
stringr::str_wrap,safe,Pure string transformation helper
survival::Surv,safe,Pure computation
survival::basehaz,safe,Pure survival helper
survival::concordance,safe,Pure computation
survival::cox.zph,safe,Pure computation
survival::coxph,safe,Pure computation
survival::frailty,safe,Pure survival helper / model term
survival::is.Surv,safe,Pure survival helper / model term
survival::pspline,safe,Pure survival helper / model term
survival::ridge,safe,Pure survival helper / model term
survival::strata,safe,Pure survival helper / model term
survival::survSplit,safe,Pure survival helper
survival::survdiff,safe,Pure computation
survival::survexp,safe,Pure survival helper
survival::survfit,safe,Pure computation
survival::survreg,safe,Pure computation
tibble::add_column,safe,Pure computation — adds column(s) to tibble
tibble::add_row,safe,Pure computation — adds row(s) to tibble
tibble::as_tibble,safe,Pure computation — coerces object to tibble
tibble::column_to_rownames,safe,Pure computation — moves column to row names
tibble::deframe,safe,Pure tibble constructor / accessor
tibble::enframe,safe,Pure tibble constructor / accessor
tibble::glimpse,safe,Pure computation — prints concise data overview
tibble::has_rownames,safe,Pure tibble constructor / accessor
tibble::is_tibble,safe,Pure tibble constructor / accessor
tibble::new_tibble,safe,Pure tibble constructor / accessor
tibble::rownames_to_column,safe,Pure computation — moves row names to a column
tibble::tibble,safe,Pure computation — constructs a tibble
tibble::tribble,safe,Pure computation — constructs tibble row-by-row
tidyr::chop,safe,Pure data reshape
tidyr::complete,callable_with_caveats,Uses NSE
tidyr::crossing,safe,Pure data reshape
tidyr::drop_na,safe,Pure computation
tidyr::expand,safe,Pure data reshape
tidyr::expand_grid,safe,Pure data reshape
tidyr::fill,safe,Pure computation
tidyr::full_seq,safe,Pure data reshape
tidyr::nest,callable_with_caveats,Uses NSE
tidyr::pack,safe,Pure data reshape
tidyr::pivot_longer,callable_with_caveats,Uses NSE
tidyr::pivot_wider,callable_with_caveats,Uses NSE
tidyr::replace_na,safe,Pure computation
tidyr::separate,callable_with_caveats,Uses NSE
tidyr::unchop,safe,Pure data reshape
tidyr::unite,callable_with_caveats,Uses NSE
tidyr::unnest,callable_with_caveats,Uses NSE
tidyr::unnest_longer,safe,Pure data reshape
tidyr::unnest_wider,safe,Pure data reshape
tidyr::unpack,safe,Pure data reshape
tseries::adf.test,safe,Pure computation — Augmented Dickey-Fuller unit root test
tseries::pp.test,safe,Pure computation
utils::available.packages,safe,Network read only
utils::data,safe,Load built-in dataset
utils::example,callable_with_caveats,May execute arbitrary code
utils::head,safe,Pure computation
utils::help,safe,Documentation lookup
utils::install.packages,unsafe,Modifies system state
utils::installed.packages,safe,Pure query
utils::read.csv,safe,File read only
utils::read.csv2,safe,File read only
utils::read.delim,safe,File read only
utils::read.table,safe,File read only
utils::str,safe,Pure computation
utils::tail,safe,Pure computation
utils::write.csv,unsafe,File write
utils::write.csv2,unsafe,File write
utils::write.table,unsafe,File write
vegan::adonis2,safe,Pure computation — permutational MANOVA (PERMANOVA)
vegan::anova.cca,safe,Pure computation — permutation tests for RDA/CCA models
vegan::cca,safe,Pure computation — canonical correspondence analysis (CCA)
vegan::decorana,safe,Pure computation — detrended correspondence analysis (DCA)
vegan::diversity,safe,Pure computation — computes alpha diversity indices
vegan::envfit,safe,Pure computation — fits environmental variables to ordination
vegan::rarecurve,callable_with_caveats,Generates rarefaction curves plot (graphics side effect)
vegan::rda,safe,Pure computation — redundancy analysis (RDA)
vegan::specnumber,safe,Pure computation — counts species richness per sample
vegan::vegdist,safe,Pure computation — computes dissimilarity matrix from community data
xgboost::xgb.DMatrix,callable_with_caveats,Validated boosting workflow; computation can be expensive
xgboost::xgb.create.features,safe,XGBoost helper
xgboost::xgb.cv,callable_with_caveats,Validated boosting workflow; computation can be expensive
xgboost::xgb.importance,safe,XGBoost helper
xgboost::xgb.train,callable_with_caveats,XGBoost training — slow and uses RNG
xgboost::xgboost,callable_with_caveats,Gradient boosting — slow on large data and uses RNG
